Team,Mat,Won,Lost,Tied,Draw,Undecided,W/L,Ave,RPO,Inns,HS,LS,Year
West Indies,7,5,1,0,1,1,5,41.23,2.82,11,500,225,1966
West Indies,1,0,0,0,1,1,0,39.76,3,2,406,406,1967
West Indies,7,1,2,0,4,4,0.5,34.4,2.88,14,526,143,1968
West Indies,9,1,5,0,3,3,0.2,31.45,2.93,17,616,147,1969
West Indies,5,0,1,0,4,4,0,40.5,2.73,10,526,214,1971
West Indies,5,0,0,0,5,5,0,43.9,2.76,10,564,133,1972
West Indies,8,2,2,0,4,4,1,35.25,2.77,15,652,109,1973
West Indies,8,3,2,0,3,3,1.5,40.07,3.11,12,596,199,1974
West Indies,7,2,3,0,2,2,0.666,37.14,3.51,13,604,154,1975
West Indies,12,5,4,0,3,3,1.25,36.09,3.38,23,687,128,1976
West Indies,5,2,1,0,2,2,2,33.86,3.12,10,448,154,1977
West Indies,8,3,1,0,4,4,3,33.48,3.06,14,493,205,1978
West Indies,5,1,1,0,3,3,1,32.53,3.21,9,452,151,1979
West Indies,13,3,1,0,9,9,3,29.03,2.93,20,518,140,1980
West Indies,5,2,1,0,2,2,2,36.03,2.92,7,468,161,1981
West Indies,2,1,0,0,1,1,-,36.2,3.46,4,389,255,1982
West Indies,11,5,0,0,6,6,-,38.02,2.96,17,550,201,1983
West Indies,15,11,1,0,3,3,11,41.05,3.53,25,606,163,1984
West Indies,4,2,0,0,2,2,-,42.3,3.22,8,511,307,1985
West Indies,8,6,1,0,1,1,6,31.09,3.18,14,474,53,1986
West Indies,6,2,1,0,3,3,2,35.45,3.07,12,530,100,1987
West Indies,12,8,2,0,2,2,4,32.6,3.25,22,449,160,1988
West Indies,6,3,1,0,2,2,3,35.01,2.91,11,437,224,1989
West Indies,7,3,2,0,2,2,1.5,26.73,3.37,13,446,164,1990
West Indies,10,4,3,0,3,3,1.333,33.16,3.21,19,569,149,1991
West Indies,3,1,1,0,1,1,1,25.87,3,6,371,219,1992
West Indies,7,4,0,0,3,3,-,33.12,3.58,11,606,127,1993
West Indies,8,4,2,0,2,2,2,39.73,3.14,15,593,237,1994
West Indies,12,4,4,0,4,4,1,33.62,3.33,20,692,136,1995
West Indies,5,2,2,0,1,1,1,32.92,2.86,10,548,184,1996
West Indies,12,3,4,0,5,5,0.75,27.17,3.1,22,427,130,1997
West Indies,9,3,4,0,2,2,0.75,25.11,2.82,15,500,121,1998
West Indies,8,2,6,0,0,0,0.333,23.42,2.7,16,431,51,1999
West Indies,14,4,7,0,3,3,0.571,22.17,2.62,26,438,54,2000
West Indies,11,2,6,0,3,3,0.333,30.23,2.68,21,559,140,2001
West Indies,14,4,6,0,4,4,0.666,31.53,2.92,23,629,107,2002
West Indies,10,3,5,0,2,2,0.6,32.71,3.28,19,481,128,2003
West Indies,12,1,8,0,3,3,0.125,34.21,3.51,22,751,47,2004
West Indies,11,1,8,0,2,2,0.125,29.07,3.08,20,747,113,2005
West Indies,10,0,5,0,5,5,0,30.47,3.14,18,591,103,2006
West Indies,5,1,3,0,1,1,0.333,28.72,3.34,10,437,141,2007
West Indies,9,1,5,0,3,3,0.2,30.69,3.09,17,387,139,2008
West Indies,12,1,6,0,5,5,0.166,31.12,3.25,20,749,152,2009
West Indies,6,0,2,0,4,4,0,31.27,3.09,9,580,102,2010
West Indies,10,2,4,0,4,4,0.5,27.66,2.95,20,590,134,2011
West Indies,10,4,4,0,2,2,1,36.56,3.09,19,648,148,2012
West Indies,7,2,4,0,1,1,0.5,25.45,3.29,13,507,103,2013
West Indies,7,3,3,0,1,1,1,34.25,3.34,13,484,131,2014
West Indies,10,1,8,0,1,1,0.125,24.27,2.93,20,350,114,2015
West Indies,8,1,4,0,3,3,0.25,28.17,2.87,14,388,108,2016
West Indies,10,3,6,0,1,1,0.5,25.75,2.84,19,448,123,2017
West Indies,9,3,5,0,1,1,0.6,23.71,3.09,17,414,93,2018
West Indies,6,3,3,0,0,0,1,24.65,3.17,12,415,100,2019
West Indies,5,1,4,0,0,0,0.25,23,3.1,10,318,129,2020
West Indies,6,2,2,0,2,2,1,27.82,2.82,12,409,97,2021
New Zealand,4,0,1,0,3,3,0,29.55,2.67,6,440,112,1930
New Zealand,3,0,1,0,2,2,0,27.76,2.62,4,469,193,1931
New Zealand,2,0,2,0,0,0,0,24.9,2.85,4,364,146,1932
New Zealand,2,0,0,0,2,2,0,22.73,2.18,4,223,158,1933
New Zealand,3,0,1,0,2,2,0,23.17,2.63,6,295,134,1937
New Zealand,1,0,1,0,0,0,0,4.8,1.34,2,54,42,1946
New Zealand,1,0,0,0,1,1,0,38.33,3.36,1,345,-,1947
New Zealand,4,0,0,0,4,4,0,39.89,2.98,7,484,293,1949
New Zealand,2,0,1,0,1,1,0,25.06,2.48,4,417,125,1951
New Zealand,2,0,1,0,1,1,0,19.41,1.71,4,236,160,1952
New Zealand,4,0,3,0,1,1,0,17.86,1.57,8,245,100,1953
New Zealand,3,0,2,0,1,1,0,24.4,1.89,5,505,79,1954
New Zealand,9,0,5,0,4,4,0,23.74,1.86,18,450,26,1955
New Zealand,5,1,4,0,0,0,0.25,19.17,1.74,10,255,74,1956
New Zealand,5,0,4,0,1,1,0,12.65,1.64,10,267,47,1958
New Zealand,2,0,1,0,1,1,0,15.2,1.94,3,181,133,1959
New Zealand,2,0,1,0,1,1,0,23.5,2.35,4,245,166,1961
New Zealand,3,2,1,0,0,0,2,25.64,2.59,6,385,164,1962
New Zealand,3,0,3,0,0,0,0,19.21,2.13,6,266,89,1963
New Zealand,3,0,0,0,3,3,0,20.96,1.76,6,263,138,1964
New Zealand,13,0,6,0,7,7,0,26.56,2.24,25,482,79,1965
New Zealand,3,0,0,0,3,3,0,20.33,1.88,6,347,129,1966
New Zealand,4,1,3,0,0,0,0.333,23.97,2.22,8,502,101,1968
New Zealand,12,3,4,0,5,5,0.75,24.72,2.15,24,367,127,1969
New Zealand,2,0,1,0,1,1,0,24.88,1.96,4,313,65,1971
New Zealand,5,0,0,0,5,5,0,44.71,2.07,8,543,162,1972
New Zealand,7,0,4,0,3,3,0,28.15,2.56,13,551,97,1973
New Zealand,5,1,2,0,2,2,0.5,27.09,2.27,9,484,112,1974
New Zealand,2,0,1,0,1,1,0,29.37,2.7,3,342,184,1975
New Zealand,9,1,5,0,3,3,0.2,27.29,2.34,16,468,140,1976
New Zealand,2,0,1,0,1,1,0,27.73,2.74,4,357,175,1977
New Zealand,6,1,4,0,1,1,0.25,21.35,2.12,12,382,67,1978
New Zealand,3,0,1,0,2,2,0,29.22,2.67,5,402,176,1979
New Zealand,6,1,2,0,3,3,0.5,23.43,2.77,11,460,121,1980
New Zealand,3,1,0,0,2,2,-,30.55,2.17,5,375,100,1981
New Zealand,3,1,1,0,1,1,1,28.16,2.65,5,387,149,1982
New Zealand,6,3,3,0,0,0,1,26.13,2.84,11,377,191,1983
New Zealand,9,3,2,0,4,4,1.5,31.38,2.76,15,537,157,1984
New Zealand,10,4,3,0,3,3,1.333,32.17,2.62,17,553,94,1985
New Zealand,6,2,0,0,4,4,-,36.8,2.55,11,413,258,1986
New Zealand,7,1,2,0,4,4,0.5,31.66,2.6,13,485,157,1987
New Zealand,6,1,2,0,3,3,0.5,27.9,2.2,11,512,124,1988
New Zealand,3,0,0,0,3,3,0,35.16,2.34,6,447,231,1989
New Zealand,10,2,4,0,4,4,0.5,31.24,2.73,18,483,160,1990
New Zealand,3,0,0,0,3,3,0,46.51,2.9,6,671,174,1991
New Zealand,7,1,3,0,3,3,0.333,31.79,2.59,14,432,102,1992
New Zealand,7,1,4,0,2,2,0.25,25.31,2.35,14,419,93,1993
New Zealand,9,2,4,0,3,3,0.5,27.87,2.79,18,476,110,1994
New Zealand,10,0,6,0,4,4,0,23.2,2.49,17,341,109,1995
New Zealand,6,1,2,0,3,3,0.5,30.03,3.05,12,441,155,1996
New Zealand,10,2,4,0,4,4,0.5,28.81,2.71,19,586,124,1997
New Zealand,6,4,2,0,0,0,2,30.84,2.82,11,460,114,1998
New Zealand,13,4,3,0,6,6,1.333,32.96,2.66,24,518,107,1999
New Zealand,9,2,5,0,2,2,0.4,29.45,2.66,17,487,148,2000
New Zealand,8,3,1,0,4,4,3,42.26,3.27,12,534,131,2001
New Zealand,8,4,2,0,2,2,2,26.19,2.78,16,451,73,2002
New Zealand,6,0,1,0,5,5,0,38.41,2.74,11,630,103,2003
New Zealand,10,3,6,0,1,1,0.5,35.13,3.11,18,595,76,2004
New Zealand,7,3,2,0,2,2,1.5,36.22,3.4,11,561,131,2005
New Zealand,8,3,3,0,2,2,1,28.1,3.38,14,593,119,2006
New Zealand,2,0,2,0,0,0,0,16.59,3.34,4,188,118,2007
New Zealand,14,4,6,0,4,4,0.666,29.22,3.23,27,470,114,2008
New Zealand,8,1,4,0,3,3,0.25,31.38,3.15,15,619,99,2009
New Zealand,6,1,3,0,2,2,0.333,35.52,3.25,12,553,157,2010
New Zealand,5,2,2,0,1,1,1,25.84,3.06,10,426,110,2011
New Zealand,10,2,6,0,2,2,0.333,26.88,2.94,19,495,118,2012
New Zealand,12,2,4,0,6,6,0.5,31.7,3.16,21,609,45,2013
New Zealand,9,5,2,0,2,2,2.5,37.77,3.36,17,690,105,2014
New Zealand,8,4,3,0,1,1,1.333,38.84,3.78,16,624,202,2015
New Zealand,11,4,6,0,1,1,0.666,32.33,3.41,20,582,153,2016
New Zealand,7,4,1,0,2,2,4,40.37,3.5,11,539,171,2017
New Zealand,7,4,1,0,2,2,4,34.88,2.95,12,585,90,2018
New Zealand,8,4,3,0,1,1,1.333,41.51,3.37,12,715,148,2019
New Zealand,6,5,1,0,0,0,5,36.56,3.32,10,519,136,2020
New Zealand,4,3,0,0,1,1,-,44,3.32,7,659,249,2021
India,1,0,1,0,0,0,0,18.8,2.46,2,189,187,1932
India,1,0,1,0,0,0,0,23.85,2.61,2,258,219,1933
India,2,0,1,0,1,1,0,23.1,2.68,4,249,145,1934
India,3,0,2,0,1,1,0,24.85,2.95,6,390,93,1936
India,3,0,1,0,2,2,0,23.02,2.63,5,331,170,1946
India,2,0,1,0,1,1,0,10.94,1.7,4,188,58,1947
India,6,0,3,0,3,3,0,33.15,2.44,12,454,67,1948
India,2,0,1,0,1,1,0,25.32,2.61,4,355,144,1949
India,3,0,0,0,3,3,0,44.51,2.7,5,485,208,1951
India,11,3,5,0,3,3,0.6,25.07,2.64,18,457,58,1952
India,5,0,1,0,4,4,0,33.05,2.06,10,444,129,1953
India,9,1,0,0,8,8,-,36.38,2.22,15,531,132,1955
India,4,1,2,0,1,1,0.5,28,2.23,7,537,136,1956
India,3,0,2,0,1,1,0,21.47,2.29,6,289,124,1958
India,9,1,7,0,1,1,0.142,21.42,2.25,18,415,135,1959
India,6,0,1,0,5,5,0,28.35,2.09,10,449,138,1960
India,6,1,0,0,5,5,-,43.79,2.5,9,539,252,1961
India,6,1,5,0,0,0,0.2,25.07,2.38,12,428,98,1962
India,8,1,1,0,6,6,1,35.07,2.31,15,463,193,1964
India,4,1,0,0,3,3,-,42.29,3.39,8,465,88,1965
India,2,0,2,0,0,0,0,23.92,2.48,4,316,167,1966
India,6,0,5,0,1,1,0,26.17,2.65,12,510,92,1967
India,6,3,3,0,0,0,1,30.84,2.64,12,359,197,1968
India,8,2,4,0,2,2,0.5,21.21,2.07,16,320,89,1969
India,8,2,0,0,6,6,-,34,2.33,15,427,212,1971
India,2,1,1,0,0,0,1,19.27,2.21,4,233,155,1972
India,3,1,0,0,2,2,-,34.82,2.5,6,448,316,1973
India,6,1,5,0,0,0,0.2,21.84,2.69,12,316,42,1974
India,2,1,1,0,0,0,1,26.35,2.49,4,406,190,1975
India,11,4,4,0,3,3,1,34.16,2.74,21,524,81,1976
India,7,2,4,0,1,1,0.5,25.05,2.84,14,402,83,1977
India,8,1,3,0,4,4,0.333,41.84,2.95,14,465,199,1978
India,17,4,1,0,12,12,4,38.4,2.86,26,644,96,1979
India,3,1,1,0,1,1,1,28.7,3.15,6,430,149,1980
India,9,2,2,0,5,5,1,27.77,2.69,15,487,179,1981
India,9,0,2,0,7,7,0,38.53,3.17,15,566,128,1982
India,18,0,7,0,11,11,0,32.25,2.99,32,469,90,1983
India,5,1,1,0,3,3,1,39.85,2.57,9,500,156,1984
India,7,0,2,0,5,5,0,36.25,2.97,13,553,198,1985
India,9,3,0,1,5,6,-,48.89,3.26,13,676,237,1986
India,9,1,2,0,6,6,0.5,34.85,3.05,14,565,75,1987
India,4,3,1,0,0,0,3,32.46,3.22,8,384,145,1988
India,8,0,3,0,5,5,0,32.03,2.94,14,509,150,1989
India,7,1,2,0,4,4,0.5,40.81,3.44,11,606,164,1990
India,2,0,2,0,0,0,0,21.77,2.65,4,263,156,1991
India,7,0,3,0,4,4,0,27.24,2.44,11,483,141,1992
India,8,5,0,0,3,3,-,51.65,3.06,10,591,276,1993
India,7,4,1,0,2,2,4,39.28,3.1,11,546,114,1994
India,3,1,0,0,2,2,-,37.22,3,4,296,228,1995
India,8,3,3,0,2,2,1,26.58,2.83,15,521,66,1996
India,12,0,2,0,10,10,0,39.15,2.78,18,537,81,1997
India,5,2,3,0,0,0,0.666,36.93,3.24,9,633,169,1998
India,10,2,4,0,4,4,0.5,35.04,3.01,20,583,83,1999
India,6,2,3,0,1,1,0.666,35.45,3.12,11,609,113,2000
India,13,5,5,0,3,3,1,31.72,2.87,25,657,171,2001
India,16,6,5,0,5,5,1.2,34.74,3.02,26,628,99,2002
India,5,1,1,0,3,3,1,43.27,3.1,10,523,286,2003
India,12,6,3,0,3,3,2,40.74,3.38,19,705,104,2004
India,8,5,1,0,2,2,5,39.67,3.43,14,554,167,2005
India,12,3,3,0,6,6,1,35.6,3.34,22,603,100,2006
India,10,3,2,0,5,5,1.5,42.4,3.46,19,664,161,2007
India,15,6,4,0,5,5,1.5,37.21,3.44,29,627,76,2008
India,6,3,0,0,3,3,-,58.9,3.65,10,726,305,2009
India,14,8,3,0,3,3,2.666,41.65,3.53,25,707,136,2010
India,12,3,5,0,4,4,0.6,30.9,3.25,23,631,158,2011
India,9,3,5,0,1,1,0.6,30.82,3.1,16,521,142,2012
India,8,6,1,0,1,1,6,39.96,3.52,13,572,223,2013
India,10,1,6,0,3,3,0.166,30.58,3.35,20,465,94,2014
India,9,5,1,0,3,3,5,32.72,3.15,16,475,112,2015
India,12,9,0,0,3,3,-,48.68,3.36,18,759,204,2016
India,11,7,1,0,3,3,7,46.23,3.65,18,687,105,2017
India,14,7,7,0,0,0,1,28.12,3.19,26,649,107,2018
India,8,7,0,0,1,1,-,59.08,3.68,11,622,297,2019
India,4,1,3,0,0,0,0.333,19.69,2.77,8,326,36,2020
India,7,4,2,0,1,1,2,29.75,2.98,13,365,145,2021
Pakistan,5,1,2,0,2,2,0.5,24.64,2.04,8,344,150,1952
Pakistan,4,1,1,0,2,2,1,15.65,1.98,8,272,87,1954
Pakistan,8,2,0,0,6,6,-,28.16,2.04,13,561,158,1955
Pakistan,1,1,0,0,0,0,-,24.36,1.91,2,199,199,1956
Pakistan,5,1,3,0,1,1,0.333,36.25,2.61,9,657,106,1958
Pakistan,6,2,3,0,1,1,0.666,21.49,2.01,12,366,104,1959
Pakistan,3,0,0,0,3,3,0,35.95,2.22,6,350,301,1960
Pakistan,3,0,1,0,2,2,0,34.68,2.42,6,448,200,1961
Pakistan,7,0,4,0,3,3,0,26.66,2.31,14,404,100,1962
Pakistan,2,0,0,0,2,2,0,34.36,2.58,4,414,287,1964
Pakistan,6,2,0,0,4,4,-,29.78,2.39,11,385,187,1965
Pakistan,3,0,2,0,1,1,0,22.01,2.01,6,354,114,1967
Pakistan,6,0,1,0,5,5,0,25.23,2.28,10,290,114,1969
Pakistan,3,0,1,0,2,2,0,36.41,2.31,4,608,148,1971
Pakistan,2,0,2,0,0,0,0,33.64,2.88,4,574,200,1972
Pakistan,7,1,1,0,5,5,1,40.92,2.82,12,569,106,1973
Pakistan,3,0,0,0,3,3,0,30.28,2.97,6,600,179,1974
Pakistan,2,0,0,0,2,2,0,35.25,2.66,4,406,199,1975
Pakistan,4,2,0,0,2,2,-,46.28,3.32,8,565,272,1976
Pakistan,8,2,3,0,3,3,0.666,31.76,3.09,16,540,151,1977
Pakistan,8,2,2,0,4,4,1,35.9,2.94,14,539,105,1978
Pakistan,9,2,2,0,5,5,1,31.16,2.66,17,431,173,1979
Pakistan,9,1,2,0,6,6,0.5,29.15,2.88,15,420,128,1980
Pakistan,3,1,2,0,0,0,0.5,27.75,3.18,5,500,62,1981
Pakistan,11,7,2,0,2,2,3.5,43.14,3.42,19,501,199,1982
Pakistan,11,2,1,0,8,8,2,41.56,3.17,17,652,129,1983
Pakistan,9,3,1,0,5,5,3,37.51,2.88,16,674,210,1984
Pakistan,6,2,2,0,2,2,1,33.04,3.17,10,555,169,1985
Pakistan,6,2,2,0,2,2,1,20.11,2.61,10,328,77,1986
Pakistan,13,3,0,0,10,10,-,35.48,2.52,18,708,116,1987
Pakistan,6,2,1,0,3,3,2,32.86,2.95,11,469,194,1988
Pakistan,6,0,0,0,6,6,0,61.56,2.98,7,699,250,1989
Pakistan,9,4,2,0,3,3,2,28.26,2.69,16,433,102,1990
Pakistan,2,0,0,0,2,2,0,76,2.75,2,423,-,1991
Pakistan,6,3,1,0,2,2,3,34.16,3.02,11,505,197,1992
Pakistan,7,3,2,0,2,2,1.5,25.64,2.73,13,423,140,1993
Pakistan,8,5,1,0,2,2,5,38,3.42,14,548,179,1994
Pakistan,11,5,6,0,0,0,0.833,25.02,2.79,21,459,97,1995
Pakistan,7,4,1,0,2,2,4,40.57,3.2,12,553,191,1996
Pakistan,8,3,1,0,4,4,3,36.19,2.97,12,471,92,1997
Pakistan,10,2,3,0,5,5,0.666,27.85,2.86,17,580,103,1998
Pakistan,8,3,4,0,1,1,0.75,29.75,3.26,15,594,155,1999
Pakistan,12,3,4,0,5,5,0.75,32.44,2.77,19,600,158,2000
Pakistan,6,3,2,0,1,1,1.5,36.38,3.39,10,571,104,2001
Pakistan,12,7,5,0,0,0,1.4,32.84,3.34,21,643,53,2002
Pakistan,8,5,1,0,2,2,5,35.34,2.99,15,463,175,2003
Pakistan,7,2,5,0,0,0,0.4,27.78,3.11,14,489,72,2004
Pakistan,9,4,3,0,2,2,1.333,37.91,3.55,17,636,144,2005
Pakistan,12,4,3,0,5,5,1.333,43.65,3.6,22,679,119,2006
Pakistan,8,1,4,0,3,3,0.25,30.97,3.13,16,537,157,2007
Pakistan,9,1,4,0,4,4,0.25,32.24,3.07,16,765,90,2009
Pakistan,10,2,6,0,2,2,0.333,24.24,2.99,20,434,72,2010
Pakistan,10,6,1,0,3,3,6,41.59,2.88,19,594,160,2011
Pakistan,6,3,1,0,2,2,3,30.67,2.8,12,551,99,2012
Pakistan,8,2,5,0,1,1,0.4,26.6,2.76,16,442,49,2013
Pakistan,9,4,4,0,1,1,1,43.56,3.25,18,570,165,2014
Pakistan,8,5,1,0,2,2,5,41.07,3.44,15,628,138,2015
Pakistan,11,4,7,0,0,0,0.571,30.87,3.15,22,579,123,2016
Pakistan,6,2,4,0,0,0,0.5,27.67,2.76,12,422,81,2017
Pakistan,9,4,4,0,1,1,1,29.46,3.05,17,482,134,2018
Pakistan,6,1,4,0,1,1,0.25,32.03,3.6,11,555,177,2019
Pakistan,5,1,2,0,2,2,0.5,29,2.77,8,445,169,2020
Pakistan,5,4,1,0,0,0,4,34.6,3.05,8,510,186,2021
Sri Lanka,5,0,3,0,2,2,0,26.85,3.02,10,454,149,1982
Sri Lanka,3,0,3,0,0,0,0,18.8,2.63,6,271,93,1983
Sri Lanka,4,0,2,0,2,2,0,27.19,2.75,8,491,97,1984
Sri Lanka,6,1,2,0,3,3,0.5,29.06,2.72,11,479,157,1985
Sri Lanka,5,1,2,0,2,2,0.5,25.45,2.86,9,420,101,1986
Sri Lanka,2,0,1,0,1,1,0,25.17,2.36,3,397,142,1987
Sri Lanka,2,0,2,0,0,0,0,21.8,2.81,4,331,153,1988
Sri Lanka,2,0,1,0,1,1,0,32.73,2.5,3,418,216,1989
Sri Lanka,1,0,1,0,0,0,0,14,1.62,2,198,82,1990
Sri Lanka,6,0,1,0,5,5,0,33.86,2.97,9,497,224,1991
Sri Lanka,6,1,2,0,3,3,0.5,34.37,3.12,10,547,164,1992
Sri Lanka,8,1,2,0,5,5,0.5,29.5,2.56,14,469,119,1993
Sri Lanka,8,0,5,0,3,3,0,23.18,2.49,15,402,71,1994
Sri Lanka,7,3,3,0,1,1,1,27.86,2.7,14,411,183,1995
Sri Lanka,3,2,1,0,0,0,2,34.15,2.94,5,350,252,1996
Sri Lanka,11,0,3,0,8,8,0,37.24,3.12,19,952,152,1997
Sri Lanka,8,5,3,0,0,0,1.666,32.7,3.03,15,591,122,1998
Sri Lanka,9,2,1,0,6,6,2,31.45,3.03,15,485,188,1999
Sri Lanka,10,3,4,0,3,3,0.75,28.44,2.91,18,522,123,2000
Sri Lanka,13,8,5,0,0,0,1.6,38.31,3.28,22,627,81,2001
Sri Lanka,10,5,4,0,1,1,1.25,37.71,3.32,18,555,130,2002
Sri Lanka,7,1,1,0,5,5,1,37.69,2.98,12,628,194,2003
Sri Lanka,11,4,5,0,2,2,0.8,35.6,3.28,20,713,97,2004
Sri Lanka,9,4,3,0,2,2,1.333,31.21,3.38,15,498,150,2005
Sri Lanka,11,6,3,0,2,2,2,33.3,3.29,21,756,73,2006
Sri Lanka,8,4,2,0,2,2,2,48.04,3.46,11,577,188,2007
Sri Lanka,6,4,2,0,0,0,2,39.4,3.41,11,600,136,2008
Sri Lanka,11,5,2,0,4,4,2.5,44.51,3.69,20,760,217,2009
Sri Lanka,6,1,1,0,4,4,1,53.25,3.59,10,642,267,2010
Sri Lanka,11,1,4,0,6,6,0.25,29.74,2.97,22,483,82,2011
Sri Lanka,10,3,5,0,2,2,0.6,29.24,2.93,20,472,103,2012
Sri Lanka,4,1,1,0,2,2,1,47.62,3.44,8,570,204,2013
Sri Lanka,11,5,3,0,3,3,1.666,39.63,3.16,21,730,138,2014
Sri Lanka,11,4,7,0,0,0,0.571,26.93,3.14,21,484,133,2015
Sri Lanka,9,5,3,0,1,1,1.666,29.9,3.31,18,537,91,2016
Sri Lanka,13,4,7,0,2,2,0.571,28.09,3.14,26,494,96,2017
Sri Lanka,12,4,5,0,3,3,0.8,28.39,3.16,23,713,104,2018
Sri Lanka,8,3,4,0,1,1,0.75,24.88,3.05,15,308,122,2019
Sri Lanka,3,1,1,0,1,1,1,40.05,3.03,6,515,180,2020
Sri Lanka,7,1,3,0,3,3,0.333,32.75,3.05,13,648,126,2021
Zimbabwe,3,0,1,0,2,2,0,32.68,2.32,6,456,137,1992
Zimbabwe,4,0,3,0,1,1,0,23.1,2.56,7,322,134,1993
Zimbabwe,3,0,0,0,3,3,0,42.81,2.5,3,462,375,1994
Zimbabwe,4,1,3,0,0,0,0.333,26.54,2.78,7,544,139,1995
Zimbabwe,8,0,3,0,5,5,0,24.98,2.54,15,376,127,1996
Zimbabwe,2,0,0,0,2,2,0,35.05,3,4,461,298,1997
Zimbabwe,9,2,5,0,2,2,0.4,26.86,2.72,18,338,140,1998
Zimbabwe,6,0,4,0,2,2,0,21.6,2.29,12,292,102,1999
Zimbabwe,9,0,6,0,3,3,0,28.31,2.45,18,503,63,2000
Zimbabwe,11,4,4,0,3,3,1,33.87,2.78,20,563,131,2001
Zimbabwe,6,0,6,0,0,0,0,22.2,2.58,12,329,79,2002
Zimbabwe,6,0,5,0,1,1,0,26.28,2.89,12,507,94,2003
Zimbabwe,4,1,2,0,1,1,0.5,27.55,3.06,7,441,102,2004
Zimbabwe,8,0,7,0,1,1,0,20.19,2.84,16,312,54,2005
Zimbabwe,3,1,2,0,0,0,0.5,33.78,2.81,6,412,141,2011
Zimbabwe,1,0,1,0,0,0,0,9.7,2.5,2,143,51,2012
Zimbabwe,6,2,4,0,0,0,0.5,23.32,2.78,12,389,107,2013
Zimbabwe,4,0,4,0,0,0,0,24.32,2.95,8,374,114,2014
Zimbabwe,4,0,4,0,0,0,0,25.21,2.85,8,373,132,2016
Zimbabwe,4,0,3,0,1,1,0,26.28,2.97,8,377,68,2017
Zimbabwe,2,1,1,0,0,0,1,26.07,2.66,4,304,181,2018
Zimbabwe,3,0,2,0,1,1,0,28.68,2.75,6,406,170,2020
Zimbabwe,5,1,4,0,0,0,0.25,23.86,2.8,10,365,132,2021
Bangladesh,1,0,1,0,0,0,0,24.55,2.45,2,400,91,2000
Bangladesh,8,0,7,0,1,1,0,19.79,2.69,16,328,90,2001
Bangladesh,8,0,8,0,0,0,0,16.73,2.96,16,252,87,2002
Bangladesh,9,0,9,0,0,0,0,20.43,2.77,18,361,96,2003
Bangladesh,8,0,6,0,2,2,0,22.85,2.93,15,416,124,2004
Bangladesh,6,1,4,0,1,1,0.25,22.25,3.21,12,488,86,2005
Bangladesh,4,0,4,0,0,0,0,25.13,3.35,8,427,148,2006
Bangladesh,5,0,4,0,1,1,0,18.73,3.25,10,299,62,2007
Bangladesh,9,0,8,0,1,1,0,20.11,2.94,17,413,113,2008
Bangladesh,3,2,1,0,0,0,2,24.96,2.98,6,345,158,2009
Bangladesh,7,0,7,0,0,0,0,29.37,3.41,14,419,123,2010
Bangladesh,5,0,4,0,1,1,0,27.37,3.15,10,350,135,2011
Bangladesh,2,0,2,0,0,0,0,34.92,3.83,4,556,167,2012
Bangladesh,6,1,2,0,3,3,0.5,35.42,3.18,12,638,134,2013
Bangladesh,7,3,3,0,1,1,1,31.33,3.1,14,503,161,2014
Bangladesh,5,0,1,0,4,4,0,34.87,3.34,8,555,203,2015
Bangladesh,2,1,1,0,0,0,1,25.67,3.44,4,296,220,2016
Bangladesh,9,2,7,0,0,0,0.285,27.13,3.18,18,595,90,2017
Bangladesh,8,3,4,0,1,1,0.75,25.88,3.36,15,522,43,2018
Bangladesh,5,0,5,0,0,0,0,21.46,3.47,10,429,106,2019
Bangladesh,2,1,1,0,0,0,1,36.96,3.21,3,560,168,2020
Bangladesh,5,1,3,0,1,1,0.333,38.88,3.26,10,541,213,2021
Ireland,1,0,1,0,0,0,0,23.45,2.65,2,339,130,2018
Ireland,2,0,2,0,0,0,0,17.62,3.1,4,288,38,2019
Afghanistan,1,0,1,0,0,0,0,10.6,3.18,2,109,103,2018
Afghanistan,3,2,1,0,0,0,2,25.88,2.89,6,342,120,2019
Afghanistan,2,1,1,0,0,0,1,32.82,3.28,4,545,131,2021